created_at,updated_at,user_id,badge_id
2020-05-29 03:21:08,2020-05-29 03:21:08,13991889,268592-quick-watcher-3-bd
2018-09-08 14:50:58,2018-09-08 14:50:58,13991889,268592-serial-actor-voter-3-bd
2018-09-08 14:51:14,2018-09-08 14:51:14,13991889,268592-serial-actor-voter-5-bd
2018-09-07 20:50:53,2018-09-07 20:50:53,13991889,268592-serial-emotioner-3-bd
2018-09-07 20:51:10,2018-09-07 20:51:10,13991889,268592-serial-emotioner-5-bd
2018-08-19 05:32:16,2018-08-19 05:32:16,13991889,270701-marathoner-10-within-48-bd
2018-07-23 04:34:36,2018-07-23 04:34:36,13991889,270701-marathoner-3-within-24-bd
2018-08-19 03:31:18,2018-08-19 03:31:18,13991889,270701-marathoner-5-within-24-bd
2018-08-03 19:18:44,2018-08-03 19:18:44,13991889,270701-serial-actor-voter-10-bd
2018-08-24 22:18:06,2018-08-24 22:18:06,13991889,270701-serial-actor-voter-15-bd
2018-07-31 18:53:24,2018-07-31 18:53:24,13991889,270701-serial-actor-voter-3-bd
2018-08-02 01:00:40,2018-08-02 01:00:40,13991889,270701-serial-actor-voter-5-bd
2018-08-03 19:18:33,2018-08-03 19:18:33,13991889,270701-serial-emotioner-10-bd
2018-08-24 22:18:05,2018-08-24 22:18:05,13991889,270701-serial-emotioner-15-bd
2018-07-31 18:53:27,2018-07-31 18:53:27,13991889,270701-serial-emotioner-3-bd
2018-08-02 01:00:42,2018-08-02 01:00:42,13991889,270701-serial-emotioner-5-bd
2022-06-24 02:27:04,2022-06-24 02:27:04,13991889,270915-marathoner-3-within-24-bd
2020-02-18 05:25:04,2020-02-18 05:25:04,13991889,273181-marathoner-3-within-24-bd
2022-08-16 12:16:02,2022-08-16 12:16:02,13991889,273181-quick-watcher-10-bd
2022-05-17 20:16:06,2022-05-17 20:16:06,13991889,273181-quick-watcher-3-bd
2022-07-12 22:56:46,2022-07-12 22:56:46,13991889,273181-quick-watcher-5-bd
2019-08-09 06:10:31,2019-08-09 06:10:31,13991889,273690-marathoner-3-within-24-bd
2017-09-10 04:37:21,2017-09-10 04:37:21,13991889,275274-marathoner-3-within-24-bd
2021-09-06 17:52:27,2021-09-06 17:52:27,13991889,275274-quick-watcher-10-bd
2022-11-21 20:13:14,2022-11-21 20:13:14,13991889,275274-quick-watcher-3-bd
2018-06-11 01:16:00,2018-06-11 01:16:00,13991889,277165-marathoner-3-within-24-bd
2022-04-06 16:23:37,2022-04-06 16:23:37,13991889,279121-marathoner-3-within-24-bd
2019-12-11 20:05:57,2019-12-11 20:05:57,13991889,279121-quick-watcher-10-bd
2018-05-03 02:47:02,2018-05-03 02:47:02,13991889,279121-quick-watcher-3-bd
2019-01-31 22:44:45,2019-01-31 22:44:45,13991889,279121-quick-watcher-5-bd
