episode_number,user_id,episode_id,watched_on_source_id,created_at,updated_at,tv_show_name,episode_season_number
9,13991889,7437754,4,2019-12-13 22:17:27,2019-12-13 22:17:27,The Flash (2014),6
1,13991889,7458663,4,2022-04-30 18:26:42,2022-04-30 18:26:42,Better Call Saul,5
10,13991889,7477619,4,2020-02-14 04:36:45,2020-02-14 04:36:45,The Flash (2014),6
11,13991889,7477620,4,2020-02-14 04:36:36,2020-02-14 04:36:36,The Flash (2014),6
10,13991889,7521793,4,2020-02-24 04:51:08,2020-02-24 04:51:08,Batwoman,1
11,13991889,7534233,4,2020-02-24 04:51:19,2020-02-24 04:51:19,Batwoman,1
4,13991889,7542903,4,2022-04-30 18:25:44,2022-04-30 18:25:44,Better Call Saul,5
1,13991889,7550552,4,2020-03-02 04:34:02,2020-03-02 04:34:02,I Am Not Okay With This,1
2,13991889,7550553,4,2020-03-02 04:34:10,2020-03-02 04:34:10,I Am Not Okay With This,1
3,13991889,7550554,4,2020-03-02 04:34:32,2020-03-02 04:34:32,I Am Not Okay With This,1
4,13991889,7550557,4,2020-03-02 04:34:47,2020-03-02 04:34:47,I Am Not Okay With This,1
5,13991889,7550559,4,2020-03-02 04:35:01,2020-03-02 04:35:01,I Am Not Okay With This,1
6,13991889,7550560,4,2020-03-02 04:33:42,2020-03-02 04:33:42,I Am Not Okay With This,1
7,13991889,7550563,4,2020-03-02 04:33:37,2020-03-02 04:33:37,I Am Not Okay With This,1
23,13991889,7553213,3,2021-05-20 21:26:37,2021-05-20 21:26:37,My Hero Academia,4
7,13991889,7555475,4,2022-04-30 18:25:25,2022-04-30 18:25:25,Better Call Saul,5
8,13991889,7555476,4,2022-04-30 18:25:15,2022-04-30 18:25:15,Better Call Saul,5
12,13991889,7560337,4,2020-02-24 04:51:31,2020-02-24 04:51:31,Batwoman,1
16,13991889,7564224,1,2020-02-28 03:14:43,2020-02-28 03:14:43,Young Sheldon,3
10,13991889,7693422,1,2020-07-22 04:57:20,2020-07-22 04:57:20,Stargirl,1
3,13991889,7798150,4,2020-08-17 16:21:35,2020-08-17 16:21:35,The Rain,3
2,13991889,8153158,4,2023-04-21 23:21:58,2023-04-21 23:21:58,INVINCIBLE (2021),1
1,13991889,8616998,1,2021-10-24 06:17:19,2021-10-24 06:17:19,Inside Job,1
2,13991889,9163448,4,2024-06-21 18:21:01,2024-06-21 18:21:01,The Bear,1
9,13991889,9435218,4,2023-09-06 02:06:50,2023-09-06 02:06:50,The Last of Us,1
2,13991889,9537906,4,2023-03-03 01:33:31,2023-03-03 01:33:31,The Consultant (2023),1
1,13991889,10023269,4,2023-10-16 02:14:51,2023-10-16 02:14:51,Nada,1
1,13991889,10086625,4,2024-10-12 02:08:02,2024-10-12 02:08:02,Dragon Ball DAIMA,1
4,13991889,10167211,4,2023-12-06 03:09:22,2023-12-06 03:09:22,The Boss,2
4,13991889,11238807,4,2025-11-02 00:04:25,2025-11-02 00:04:25,Upload,4
8,13991889,11514317,4,2026-06-15 03:19:03,2026-06-15 03:19:03,Young Sherlock (2026),1
