episode_id,show_character_id,created_at,episode_number,user_id,updated_at,fb_action_id,tv_show_name,episode_season_number
7395727,64821437,2019-11-06 05:30:04,3,13991889,2019-11-06 05:30:04,,The End of the F***ing World,2
7395728,64821437,2019-11-06 05:30:22,4,13991889,2019-11-06 05:30:22,,The End of the F***ing World,2
7395729,64821437,2019-11-06 06:45:28,5,13991889,2019-11-06 06:45:28,,The End of the F***ing World,2
7395732,64821436,2019-11-06 06:45:36,6,13991889,2019-11-06 06:45:36,,The End of the F***ing World,2
7395733,64821436,2019-11-06 08:01:41,7,13991889,2019-11-06 08:01:42,,The End of the F***ing World,2
7395734,64821436,2019-11-06 08:02:04,8,13991889,2019-11-06 08:02:04,,The End of the F***ing World,2
7395755,63531394,2019-12-12 05:49:20,8,13991889,2019-12-12 05:49:24,,Batwoman,1
7395761,63531390,2020-02-24 04:51:00,9,13991889,2020-02-24 04:51:00,,Batwoman,1
7405318,65246924,2019-10-30 02:58:48,4,13991889,2019-10-30 02:58:48,,Mr. Robot,4
7410970,65245638,2019-11-09 05:12:57,5,13991889,2019-11-09 05:12:57,,Young Sheldon,3
7410971,65245671,2019-11-09 05:12:48,6,13991889,2019-11-09 05:12:48,,Young Sheldon,3
7416268,64667399,2019-11-06 22:49:53,2,13991889,2019-11-06 22:49:53,,Atypical,3
7416269,64667397,2019-11-07 06:16:58,3,13991889,2019-11-07 06:16:58,,Atypical,3
7416270,64667399,2019-11-07 06:17:04,4,13991889,2019-11-07 06:17:04,,Atypical,3
7416272,64667405,2019-11-07 07:03:32,5,13991889,2019-11-07 07:03:32,,Atypical,3
7416273,64667397,2019-11-08 05:29:20,6,13991889,2019-11-08 05:29:20,,Atypical,3
7416274,64667399,2019-11-08 05:29:48,7,13991889,2019-11-08 05:29:48,,Atypical,3
7416275,64667405,2019-11-08 05:30:03,8,13991889,2019-11-08 05:30:07,,Atypical,3
7416276,64667399,2019-11-08 06:09:53,9,13991889,2019-11-08 06:09:53,,Atypical,3
7416277,64667400,2019-11-08 06:39:41,10,13991889,2019-11-08 06:43:26,,Atypical,3
7428555,64245681,2019-12-30 18:17:42,1,13991889,2019-12-30 18:17:42,,The Witcher,1
7437752,64831747,2020-02-14 04:37:23,8,13991889,2020-02-14 04:37:23,,The Flash (2014),6
7437754,356975,2019-12-13 22:17:27,9,13991889,2019-12-13 22:17:27,,The Flash (2014),6
7477619,64831747,2020-02-14 04:36:44,10,13991889,2020-02-14 04:36:44,,The Flash (2014),6
7477620,64831747,2020-02-14 04:36:34,11,13991889,2020-02-14 04:36:34,,The Flash (2014),6
7501874,64476353,2023-03-28 21:00:54,8,13991889,2023-03-28 21:01:00,,Mythic Quest,1
7521793,63531398,2020-02-24 04:51:14,10,13991889,2020-02-24 04:51:14,,Batwoman,1
7534233,63531390,2020-02-24 04:51:26,11,13991889,2020-02-24 04:51:26,,Batwoman,1
7550552,65436603,2020-03-02 04:34:03,1,13991889,2020-03-02 04:34:03,,I Am Not Okay With This,1
7550553,65436785,2020-03-02 04:34:14,2,13991889,2020-03-02 04:34:14,,I Am Not Okay With This,1
7550554,65436603,2020-03-02 04:34:38,3,13991889,2020-03-02 04:34:38,,I Am Not Okay With This,1
7550557,65436603,2020-03-02 04:34:50,4,13991889,2020-03-02 04:34:50,,I Am Not Okay With This,1
7550559,65436785,2020-03-02 04:35:06,5,13991889,2020-03-02 04:35:06,,I Am Not Okay With This,1
7550560,65436603,2020-03-02 04:33:43,6,13991889,2020-03-02 04:33:43,,I Am Not Okay With This,1
7550563,65436603,2020-03-02 04:33:35,7,13991889,2020-03-02 04:33:35,,I Am Not Okay With This,1
7553213,64362463,2021-05-20 21:26:53,23,13991889,2021-05-20 21:26:53,,My Hero Academia,4
7553216,64362288,2021-05-22 03:58:32,25,13991889,2021-05-22 03:58:32,,My Hero Academia,4
7560337,63531398,2020-02-24 04:51:41,12,13991889,2020-02-24 04:51:41,,Batwoman,1
7564224,65245641,2020-02-28 03:14:41,16,13991889,2020-02-28 03:14:41,,Young Sheldon,3
7693422,65504480,2020-07-22 04:57:18,10,13991889,2020-07-22 04:57:18,,Stargirl,1
7731997,63692192,2020-08-17 16:20:55,1,13991889,2020-08-17 16:21:01,,The Rain,3
7798148,63692185,2020-08-17 16:21:18,2,13991889,2020-08-17 16:21:18,,The Rain,3
7798150,65614254,2020-08-17 16:21:32,3,13991889,2020-08-17 16:21:32,,The Rain,3
7798151,63692226,2020-08-17 16:22:12,4,13991889,2020-08-17 16:22:12,,The Rain,3
7798153,63692226,2020-08-17 16:22:25,5,13991889,2020-08-17 16:22:32,,The Rain,3
7798154,63692185,2020-08-17 16:20:37,6,13991889,2020-08-17 16:20:37,,The Rain,3
8167112,65245641,2021-04-18 16:45:57,8,13991889,2021-04-18 16:45:57,,Young Sheldon,4
8307201,66024864,2021-05-19 04:49:51,1,13991889,2021-05-19 04:49:51,,Sex!fy,1
8616998,66478083,2021-10-24 06:17:29,1,13991889,2021-10-24 06:17:29,,Inside Job,1
8890210,65417180,2022-05-16 04:17:01,2,13991889,2022-05-16 04:17:01,,Halo,1
8890211,65417180,2022-05-16 04:16:58,3,13991889,2022-05-16 04:16:58,,Halo,1
8974642,65710480,2022-05-16 04:16:54,4,13991889,2022-05-16 04:17:14,,Halo,1
8996831,65235968,2022-04-30 18:23:15,3,13991889,2022-04-30 18:23:15,,Better Call Saul,6
8996835,65235959,2022-05-24 19:06:51,7,13991889,2022-05-24 19:06:51,,Better Call Saul,6
9435218,65914245,2023-09-06 02:06:52,9,13991889,2023-09-06 02:06:52,,The Last of Us,1
9642740,68904792,2023-03-18 02:26:31,1,13991889,2023-03-18 02:26:31,,LOL: Last One Laughing Argentina,1
9664518,68904792,2023-03-18 02:26:38,2,13991889,2023-03-18 02:26:38,,LOL: Last One Laughing Argentina,1
9879037,65530791,2023-11-18 15:14:35,17,13991889,2023-11-18 15:14:35,,JUJUTSU KAISEN,2
9971637,65120457,2023-10-16 06:59:55,1,13991889,2023-10-16 06:59:55,,Rick and Morty,7
10843936,69063841,2025-01-31 23:10:41,4,13991889,2025-01-31 23:10:41,,Solo Leveling,2
10877362,69299190,2025-10-25 20:02:45,10,13991889,2025-10-25 20:02:45,,Your Friendly Neighborhood Spider-Man,1
